,Unnamed: 0,artist_id,artist_x,song_id,song_name,album_id,album,Like_Count,Lyric,date,year
7,7,80044237,SHINee (샤이니),30408690,Don’t Stop,20398274,1 of 1 - The 5th Album,"[1,278]","[Yeah yeah uh

눈앞에 띈 건 뭘까? (Oh my world)
Yeah baby (난 어디야 Uh)
뒤집혀진 세상 속 (넌 어디쯤 있어?)
Oh woo yeah

이해 못 할 풍경은 날 미치게 해 (그래 재밌지?)
걱정 마 난 더 커질 거야
정신 나간 짓은 멋진 걸 만들어 (역시 그래)
Yes I will 항상 아름답지

Umm 한번 돌아가 볼까 해 (가 볼까?)
또다시 숨이 막힐 때
부서져 버리는 한계
Don’t Stop baby
Don’t Stop

두 눈을 감아
두 눈을 감아
꽉 감아
Oh baby
Don’t Stop baby
Don’t Stop 눈을 감아

'좀 새로운 걸 해 줘 Your turn' (또 해봐)
익숙한 건 시들어 Oh my (결국 시들어)
저기 빛나고 멋진 걸 봐 Like you (Like you)
휘청대다 곧 터져 Like me (Whatever)

사실 난 이 틀을 부수는 누군가가 (Yes right)
되고 싶었어 Yes right 레지스탕스 (Yes right)
정신 나간 짓은 멋진 걸 만들어 (항상 그랬어)
Yes I will 항상 난 새롭지 (Yes I will oh)

Umm 한번 돌아가 볼까 해 (가 볼까?)
또다시 숨이 막힐 때
부서져 버리는 한계
Don’t Stop baby
Don’t Stop

두 눈을 감아
두 눈을 감아
꽉 감아
Oh baby
Don’t Stop baby
Don’t Stop 눈을 감아

두 눈 감고 돌아
My eyes were looking for you
그래 지금 숨 참아, 알지?
익숙함을 벗어나 얼마나 이걸 찾았는지
난 더 새로운 걸 원해 (우리 갇혀 있는 거야?)
더는 피할 수도 없어 (계속해봐)
(Huh) 정신 차려 시작해
Till the fast lane comes to the dreamers to the asteroids

Umm 넌 자꾸 가두려고 해 (가 볼까?)
무너질까 두려워해 (숨이 막힐 때)
끝도 아닌데 뭐 어때 (Uh)
Don’t Stop baby (Don’t Stop)
Don’t Stop

두 눈을 감아
두 눈을 감아
꽉 감아
Oh baby
Don’t Stop baby
Don’t Stop 눈을 감아

눈을 감아

눈을 감아
현실과는 정 반대로 이어지는 세계
다시 눈을 감고 느껴
믿어 의심하는 시간이 아깝잖아 어서 안겨
아직 갈 곳은 많아 그리 멀지는 않아
지금부터 보이는 게 다가 아냐
머리로는 이해 못해 어림없지
보여 너의 가치 어서 가자 같이 My dear
My dear]",2016-10-05,2016
8,8,80044237,SHINee (샤이니),30408692,U Need Me,20398274,1 of 1 - The 5th Album,"[1,064]","[나를 봐줘 Here I am
흔들리는 밤하늘 속에서
처음부터 유난히
빛나고 있던 바로 Sirius

널 위해 될 수 있는 모든
경우의 수를 다 더해
날 항상 찾을 수 있도록
I’ll follow
I’ll follow

Baby girl (My girl)
뜨거운 태양이 지면
너를 만나러 갈게 (Oh)

어둠이 찾아오면 U Need Me
말하지 않아도 돼 I’ll play it
아낌없이 널 향해 다 비출게
우리의 하루 끝에 U Need Me
새로운 시작이 돼 Just feel it
네 눈이 말해준 그대로
전부 느낄 때 (Any Anything)
U Need Me

어둠 속을 속속히 너로 비춰
흐르는 흰 물결을 난 밀쳐
다른 그림자를 밟아 이젠 닮아 버린
우린 온통 사나워져

널 위해 될 수 있는 모든
경우의 수를 다 더해
날 항상 찾을 수 있도록
I’ll follow
I’ll follow

Baby girl (My girl)
더 이상 슬프지 않게
너와 함께 있을게 (Oh)

어둠이 찾아오면 U Need Me
말하지 않아도 돼 I’ll play it
아낌없이 널 향해 다 비출게
우리의 하루 끝에 U Need Me
새로운 시작이 돼 Just feel it
네 눈이 말해준 그대로
전부 느낄 때 (Any Anything)
U Need Me

(I don’t care)
I don’t care
너와 나만의 우주
U Need Me
(Shoo uh yeah yeah)

(I don’t care)
나를 알아봐 준
너에게 내 전부를 보여줄 거야 Yeah

Alright
Yeah

유독 더 환하게 조금 더 가깝게
너만이 유일하게 날 잡아당기는데
항상 같은 곳에 살고 있어
언제나 네 꿈속에 네 맘속에

유독 더 환하게 조금 더 가깝게
너만이 유일하게 나만을 잡아당기는데
항상 같은 곳에 난 살고 있어
언제나 네 꿈속에 네 맘속에

(Oh) Baby girl
더 이상 헤매지 않게
너를 데려가 줄게

어둠이 밀려오면 U Need Me
언제든 기대도 돼 I’ll play it
아낌없이 널 향해 다 비출게
오늘 이 하늘 끝에 U Need Me
너와 난 시작이 돼 Just feel it
네 눈이 알려준 그대로
전부 느낄 때 (Any Anything)

어둠이 찾아오면 U Need Me
말하지 않아도 돼 I’ll play it
아낌없이 널 향해 다 비출게
우리의 하루 끝에 U Need Me
새로운 시작이 돼 Just feel it
네 눈이 말해준 그대로
전부 느낄 때 (Any Anything)
U Need Me]",2016-10-05,2016
9,9,80044237,SHINee (샤이니),4345125,View,372965,Odd - The 4th Album,"[9,721]","[모두 할 말을 잃지 Like you
4차원 이상의 기적의 View
달콤히 찍어 문 빛의 퐁듀
보이기 시작한 음의 색도

예민해진 걸 느껴
뚜렷한 색감과 여섯 번째 감각
Tonight is the night
좀 거칠어도 좋아
더 민감히 굴어봐
더는 숨기지 말아줘

너무 아름다운-다운-다운-다운 View
너무 아름다운-다운-다운-다운 View
더 보여줘 다음-다음-다음-다음 View
너무 아름다운-다운-다운-다운 View
너무 아름다운-다운-다운 (그곳으로)
너무 아름다운-다운-다운 (데려가 줘)
더 보여줘 다음-다음-다음 (더 보여줘)
너무 아름다운-다운-다운-다운 View

저 하늘을 곱게 접는
이 바다를 병에 담는 시간도
편히 걷는 꿈들을 이뤄 난 
(By my side)
상상한 게 뭐든 전부 보여 줄게
이제 말해봐 Yeah-yeah

예민해진 걸 느껴
은근한 촉감과 끝없어진 감각
Tonight is the night
이상하대도 좋아
잠들었던 감각의 
한계를 넘어선 그 순간
(Yeah-yeah-yeah)

너무 아름다운-다운-다운-다운 View
너무 아름다운-다운-다운-다운 View
더 보여줘 다음-다음-다음-다음 View
너무 아름다운-다운-다운-다운 View
너무 아름다운-다운-다운 (그곳으로)
너무 아름다운-다운-다운 (데려가 줘)
더 보여줘 다음-다음-다음 (더 보여줘)
너무 아름다운-다운-다운-다운 View

지루함에 익숙해져 
특별함을 잊었잖아
이제 천천히 고개를 들어 줘
내 두 눈에 입 맞춰

너무 아름다운-다운-다운
그곳으로
너무 아름다운-다운-다운 
(그곳으로)
데려가 줘
 
누구든 처음이겠지 Like you 
(I feel a thousand senses)
별빛의 향과 맛을 본 것도 
(I’ll never leave you lonely)
향기의 무게를 느낀 것도 
(I won’t let you down)
소리의 색과 모양 본 것도
]",2015-05-18,2015
10,10,80044237,SHINee (샤이니),4345133,재연 (An Encore),372965,Odd - The 4th Album,"[5,412]","[물감이 번져 가는 듯 
하루씩 또렷해져
거꾸로 시간이 흐른 듯 
오히려 선명해져
기억의 강을 건너면 
잊을 수 있을 거란
헛된 믿음도 헛된 희망도 
이젠 버렸어

침묵의 메아리 
(그 속에 잠긴)
메마른 두 입술 
(그 안에 담긴)
길었던 이야기만큼 
허무했던 우리의 안녕

익숙함이 준 당연함 속에
우리 사랑은 
야윈 달처럼 희미해져
진심이 아닌 모진 독설로
그리 서로를 
아프게 했던 시절
자욱이 쌓인 무관심 속에
우리 사랑은 
시든 꽃처럼 초라해져
얼마나 소중한 줄 모르고
쓸쓸히 바래진 
너와 나의 계절

세월은 무섭게 흘러 
모두 변해가지만
변하지 않는 단 한 가지만 
분명해져 가

어설픈 방랑과 
(낯설은 여정)
오랜 표류 끝에 
(그 길의 끝에)
마지막 숨을 내쉬는 
내 결론은 오직 한 사람

익숙함이 준 당연함 속에
우리 사랑은 
야윈 달처럼 희미해져
진심이 아닌 모진 독설로
그리 서로를 
아프게 했던 시절
자욱이 쌓인 무관심 속에
우리 사랑은 
시든 꽃처럼 초라해져
얼마나 소중한 줄 모르고
쓸쓸히 바래진 
너와 나의 계절

그래 아직도 난 꿈을 꿔
짙은 어둠이 걷힌 후엔
아침 햇살 위로
빛나던 그날의 너와 나
재연될 거야

되물어 봐도 
늘 같은 해답
길을 잃어버린 듯 
여전히 널 찾아 헤매
태어난 순간 혹 
세상이 시작된 날부터
정해진 운명처럼 
되돌려보자 다 제자리로
우리 더는 정답 
아닌 길로 가지 말자
다시 막이 오르는 무대처럼
눈물 났던 영화의 속편처럼
결국 이뤄지는 두 주인공처럼
]",2015-05-18,2015
11,11,80044237,SHINee (샤이니),4345124,Love Sick,372965,Odd - The 4th Album,"[4,065]","[넌 너무 예뻤지 알고는 있니?
여전히 내 삶의 Everything
벌써 몇 년이야
동생 같다 내게 
장난만 하던 네가 변해서
이젠 내 여자가 됐어

닫혔던 너의 창에 
그 긴 시간 틈에
겨울 가고 봄이 와
넌 꽃이야 
초록빛 잎사귀 적셔온 빗물
널 마시고 느끼고 
뭘 해도 목말라

(Woo baby I’m) 
Love sick, girl
왜지? 여전히 
널 보면 난 아파
사랑만 깊어져 미쳤어 
I need a doctor
아니면 입술에 흘려줘 
너란 달디단 그 시럽

아쉬워 어쩔 줄 모르던 내가
든든한 행복한 너의 남자
이상하지 근데 며칠 널 못 볼 땐
괜한 집착에 시달려
못나게 자꾸 약해져

다들 헤어질 거라 
감당 못할 거라
우리 얘긴 늘 Issue
참 놀라워 시간은 
이리도 쏜살같은 걸
널 마시고 느끼고 
뭘 해도 목말라

(Woo baby I’m) 
Love sick, girl
왜지? 여전히 
널 보면 난 아파
사랑만 깊어져 미쳤어 
I need a doctor
아니면 입술에 흘려줘 
너란 달디단 그 시럽

You know I like it, I love it
‘반짝’ 하고 넌 빛났지
가슴이 소리쳐 와 
사랑하고 있어

뭐를 생각하니 나만 보라 했지
넌 행복해하기만 해
우리 많이 웃고 걸었던 
추억과 꿈에 너무 따뜻해

(I’m) Love sick, girl
왜지? 여전히 
널 보면 난 아파
사랑만 깊어져 미쳤어 
I need a doctor
아니면 입술에 흘려줘 
너란 달디단 그 시럽

You know I like it, I love it
‘반짝’ 하고 넌 빛났지
널 놓치지 않을래 
사랑하고 있어
Got me sick 
I’m sick I’m so good
‘반짝’ 내 안에 빛나지
너의 창에 영원할 시간에	
(너의 창에 Baby, Love)
]",2015-05-18,2015
12,12,80044237,SHINee (샤이니),32158052,Don't Call Me,309518,Don't Call Me - The 7th Album,"[4,854]","[Don't call me
(Check this out yo'll)
Don't call me
Don't call me
(I don't want you back don't call me)
Don't call me
Don't call me
(I keep saying next time은 없어 In your life)
Don't call me
Don't call me (Yeeaow)
Don't call
깊어진 밤 집요하게
벨이 울려 It's your calling
고집스럽고 지독하지
그게 바로 너 Still call
너는 쉽게 포기 못해
그 성질 버리지 못해
온종일 내 이름만 서치해
내 흔적들을 찾아 핥아 대
내 아침을 망치곤 해
그 패턴은 뻔해
관심 꺼줄래
I know where you came from
한때는 나의 Shawty
사라져 줄래 저리
Don't think about calling
넌 못 버티겠지
집착뿐이겠지
나처럼 잘한 사람 없을 거니까
너도 참 피곤했지
전부 꾸며대니
머릿속 꽤나 어지러웠을거야
Don't call me (미쳤어 넌)
Don't call me
Don't call me
(You don't know you waste my time)
Don't call me
Don't call me (느껴봐 넌 최악이야)
Don't call me
Don't call me (Wait I hate your call)
Don't call
끝났어 너의 Love
Don't want it now ooh
사랑하면 보내줘
Don't want it now ooh
계속 말하잖아
Next time은 없어 In your life
네 사랑 난 이제 아냐
지워 날 잊어버려 제발
난 널 몰라
So 내게 전화하지 마
Sick of all your trash
진짜 늦었다니까
널 믿지 않아 You know why
날 속였다는 걸 알아
비극은 왜 사랑의 몫인데?
슬픈 에픽 속
그 끝을 보고 있네
넌 못 버티겠지
집착뿐이겠지
나처럼 잘한
사람 없을 거니 Ya
Don't call me (미쳤어 넌)
Don't call me
Don't call me
(You don't know you waste my time)
Don't call me
Don't call me (느껴봐 넌 최악이야)
Don't call me
Don't call me (Wait I hate your call)
Don't call
끝났어 너의 Love
Don't want it now ooh
사랑하면 보내줘
Don't want it now ooh
계속 말하잖아
Next time은 없어 In your life
네 사랑 난 이제 아냐
지워 날 잊어버려 제발
난 널 몰라
So 내게 전화하지 마
아직 허튼 꿈속에서 포기 못 했니
I'll never pick up 지워버렸어
I'm gonna save my love
For the next call
(Sorry the number you have called has been
Disconnected)
Woo
Don't call me (끝났어 Love)
Don't call me
Don't call me (I said I don't want it now)
Don't call me
Don't call me (사랑했다면 보내줘)
Don't call me
Don't call me (Wait I hate your call)
Don't call
난 찾을 거야 Love
더 아름다운
지독했던 너와 나
잊을 수 있는
계속 말하잖아
Next time은 없어 In your life
네 사랑 난 이제 아냐
지워 날 잊어버려 제발
난 널 몰라
So 내게 전화하지 마]",2021-02-22,2021
13,13,80044237,SHINee (샤이니),32158053,Heart Attack,309518,Don't Call Me - The 7th Album,"[1,623]","[널 들이켜 내 온몸에 퍼진
낯선 흥분을 받아들이려 해
더 뜨거워져 It's not a simple crush
도망치지 않아 이건 꿈이 아냐
널 원하고 있어
차갑던 심장 네 손에
그 운명을 맡긴 채
You know this You know this
가혹한 전율의 끝에
흘러내리는 내 눈물은
환희로 빛나
'Cause you are my boo
무너지는 Edge
순간 고동치는 Joy
Like a heart attack
나를 무너트리고
꿰뚫은 채로
영원히 머물
Like a heart attack
Heart goes pit a pat
벅찬 이 감정
The crazy kind of love
Like a heart attack
메말랐던 텅 빈 내 안에
네가 쏟아져 잠기고 있는 걸
날카로운 이 고통은 내 눈을 뜨게 하니
난 감당 할 수 있어 음미하고 싶어
좀 미친 것 같아
아무도 나를 이렇게
부숴버리지 못해
You know this You know this
빛처럼 퍼져가는 Crack
그 안은 너로 가득 차 있어
I just can't believe
'Cause you are my boo
무너지는 Edge
순간 고동치는 Joy
Like a heart attack
나를 무너트리고
꿰뚫은 채로
영원히 머물
Like a heart attack
무릎 꿇고 있잖아
My heart's on overdrive every time
너 때문인데 위태롭게 빛난
그런 너인데 손에 잡힐 듯한
If this is love then I can't deny
'Cause you are my boo
무너지는 Edge
순간 고동치는 Joy
Like a heart attack
나를 무너트리고
꿰뚫은 채로
영원히 머물
Like a heart attack
Obey
Heart goes pit a pat
벅찬 이 감정
The crazy kind of love
Like a heart attack
'Cause you are my boo
무너지는 Edge
고동치는 Joy
Like a heart attack]",2021-02-22,2021
14,14,80044237,SHINee (샤이니),32158054,Marry You,309518,Don't Call Me - The 7th Album,"[1,425]","[아무도 보이지 않는 곳으로
떠나야겠어
저 남자들 안 보는 척하면서
But 다 Attention
눈이 부시겠지 새하얀 미소
넌 늘 빛을 내서
뭐 아닌척해도 솔직히 난
가끔은 불안해져
몰라 미친 소리 같겠지만 확실히 해
어디 도망 못 가게
네 번째 손가락을 줘
Girl I wanna marry you
Right here right now yeah
I wanna marry you
Girl I wanna marry you
Right here right now yeah
I wanna marry you
아직도 너무 예뻐
볼 때마다 숨이 멎지
I need a doctor
불치병인 듯 여전히 Lovesick
시간이 갈수록
더 심각해 I want you
아직도 내 삶의
Everything my love
정말 안 되겠어 더이상 아프지 않게
내 옆에 있어 주면 돼
네 번째 손가락을 줘
Girl I wanna marry you
Right here right now yeah
I wanna marry you
Girl I wanna marry you
Right here right now yeah
I wanna marry you
지금 아니면 왠지
후회할 것 같아
오늘인 듯해 Baby
너의 네 번째 손가락 위에 나
널 닮은 Diamond ring
바칠게 널 위해
지금 나와 약속해줄래 Tonight
Girl I wanna marry you
Right here right now yeah
I wanna marry you
(Oh I wanna marry you)
Girl I wanna marry you
Right here right now yeah
(Marry you right here right now)
I wanna marry you
(I wanna marry you)
I wanna marry you]",2021-02-22,2021
15,15,80044237,SHINee (샤이니),32158055,CØDE,309518,Don't Call Me - The 7th Album,"[1,693]","[Don't speak about Be about it
너란 답에 가까워지길 바라
차갑고 단조로운 너의 기호
알아 난 그 이상의 뭔갈 봐
Looking for the real baby here we are
비밀스런 Key 너를 열어 봐
아름답지만 풀지 못한
볼수록 황홀한 너는 누구야
Tell me tell me what it is
어느 순간 내 안에 스며든
낯선 어떤 언어
Oh show me now
널 움직이고 생각하고
숨 쉬게 한 그게 뭐인지
I need to know
내게 허락된 길 보인다면
널 더 알래 더 깊이
Let's crack the CØDE
미지 속 답을 찾자
길을 잃은 채
헤매이던 밤
끝이 보일 때
넌 퍼져와 지배해
To my system
You're giving me control
잠들었던 날
움직이는 CØDE
불러내
움직이는 CØDE
움직이는 CØDE
Crack the CØDE
Crack the CØDE yeah
It's too much 그러지는 마
사소한 오류로도 나는
망가지잖아
'Cause deep down
불안해하는 너를 알고 있어
안아줄게
We're lost in the rain
So let's run away
우린 서로뿐인데
Let's crack the CØDE
미지 속 답을 찾자
길을 잃은 채
헤매이던 밤
끝이 보일 때
넌 퍼져와 지배해
To my system
You're giving me control
잠들었던 날
움직이는 CØDE
불러내
도망쳐 날 따라와
우리를 둘러싼 현실을 버리자
따스한 온기를
믿어도 돼 괜찮아 Tonight
Don't leave my sight
No
Yeah CØDE
Oh no oh no
넌 퍼져와 지배해
To my system
You're giving me control
잠들었던 날
움직이는 CØDE
불러내
You're giving me control
Let's crack the CØDE for nights
You're giving me control
잠들었던 날
움직이는 CØDE
불러내]",2021-02-22,2021
16,16,80044237,SHINee (샤이니),32158060,빈칸 (Kind),309518,Don't Call Me - The 7th Album,"[1,662]","[그 시간 속 너였던 나
그 시간 속 나였던 너
흔들리던 계절마다
내 곁에 있어 준 넌 Kind
길을 잃고 헤매도
결국엔 너를 찾는 나
이제 난 알 것 같아 다
늘 비워 둔 빈칸
답을 적을 Time
출구가 사라진 미로 속을 걷고
홀로 한심해하고
손에 쥐어진 백지 같은 매일
쏟아지는 질문들
답을 모른 채 방황하던
내 앞에 나타나 준 건
You
You always know always know
You
You always know always know
그 시간 속 너였던 나
그 시간 속 나였던 너
흔들리던 계절마다
내 곁에 있어 준 넌 Kind
길을 잃고 헤매도
결국엔 너를 찾는 나
이제 난 알 것 같아 다
늘 비워 둔 빈칸
답을 적을 Time
차갑고 공허한 미래
어떤 기대 없이 버티고 있던
무너지려던 그때
그런 내게 손을 내밀어준 너
찢긴 문제지 같던
내 삶의 정답은 늘 너였어
You
You always know always know
You
You always know always know
그 시간 속 너였던 나
그 시간 속 나였던 너
흔들리던 계절마다
내 곁에 있어 준 넌 Kind
길을 잃고 헤매도
결국엔 너를 찾는 나
이제 난 알 것 같아 다
늘 비워 둔 빈칸
답을 적을 Time
Yeah
(Time)
Always know always know always know
(You’ve always been so kind)
(Kind)
You always know always know
(Time)
You always know always know
(Kind)
You always know always know
그 시간 속 너였던 나
그 시간 속 나였던 너
서툴던 계절을 지나
너라는 답을 찾은 나]",2021-02-22,2021
17,17,80044237,SHINee (샤이니),32158058,Body Rhythm,309518,Don't Call Me - The 7th Album,"[1,490]","[Won't you follow my body rhythm
Come and follow my body rhythm
계속 따라와 봐 끌리고 있잖아
Give up give up give up woo
한 손엔 너를 가득 담은 채
나른하게 눈을 감고 음미해
I got it yeah I want it
Woo yeah
판단은 필요 없어 이럴 땐
타고 내려 내 몸에 넌 이렇게
I got it yeah I want it
Woo yeah
가차 없이 넌 내 모든
여러 날을 또 여러 밤을
가져가고도 모자라
More more more and more more
Won't you follow my body rhythm
Come and follow my body rhythm
달콤히 내 손 잡고 춤을 추면 돼
지금 Oh my my my
Won't you follow my body rhythm
Come and follow my body rhythm
계속 따라와 봐 끌리고 있잖아
Give up give up give up woo
잠깐만 Hold up 너 나랑 춤춰
(뭐가 부끄러워)
네 Rhythm 쉿 이뻐
심장이 원래 이렇게 빨리 뛰었나
거의 두 배 우린 이제 Too fast
점점 더 빨라지는 숨소리
이 온도를 끌어줘 또 One two three
한 번 더 Baby come closer
Woo yeah
갖고 싶다면 언제든
휘두르든 또 휘어 감든
그 상태로 널 따라줘
More more more and more more
Won't you follow my body rhythm
Come and follow my body rhythm
달콤히 내 손 잡고 춤을 추면 돼
지금 Oh my my my
Won't you follow my body rhythm
Come and follow my body rhythm
계속 따라와 봐 끌리고 있잖아
Give up give up give up woo
(Body body) body body rhythm
(Body body) body body rhythm
첫 느낌대로 내게 스며들면 돼
그대로 좋아 Oh my
거침없이 넌 가끔은 떫고
단 것도 같아 넌 내게 매일
거짓이 아냐 그저 널 느껴
감미로워 모든 게
Won't won't won't won't won't won't
Won't you follow my body rhythm
Come and follow my body rhythm
달콤히 내 손 잡고 춤을 추면 돼
지금 Oh my my my
Won't you follow my body rhythm
Come and follow my body rhythm
계속 따라와 봐 끌리고 있잖아
Give up give up give up woo
(Body body) body body rhythm
(Body body) body body rhythm
끝을 말하지 마 그걸 원하잖아
Give up give up give up
Woo]",2021-02-22,2021
18,18,80044237,SHINee (샤이니),32158059,Attention,309518,Don't Call Me - The 7th Album,"[1,518]","[반쯤 닫힌 네 창문을 타고
낯선 휘파람 소리 들려오니
굳이 오지도 않는
잠에 빠지지 말고
지금 더 늦기 전에 내려와 봐
숨 가삐 달려온 네 평범한 하루 위
네 손을 꼭 잡고서
걷고 싶은 밤인 걸
별 계획 없이
Dancing round each other
이 순간 네 맘도
예외일 것 같진 않은데
어느새 우린 그 끝을 모른 채
무의식 깊은 한 곳이 동요돼
더 망설일 틈 없이
선을 넘은 그 순간
왠지 아슬한 Tension
놀라운 Motion
두 발이 땅에 뜬 듯해
온몸엔 살짝 힘을 빼
이 기분의 원인
네 무드로 채워줘 Feel the same
텅 빈 내 맘까지 다
다채로울 오늘 밤
아득한 저 우주 위
사랑이란 Chemistry
끝내 서로에게
Finally sinking in
우린 같은 걸 느껴
묘한 Emotion
그 모든 시작과 끝
이 감정에 Attention
Attention
눈부신 야경 위
펼쳐진 둘만의 여행
상상만으로 과분한
형용 못 하게 조금 거창한 yeah
이 밤의 루트를
다 예측할 순 없기에
길을 잃어도
네 옆에선 더 큰 세상을 봐
이대로 우린 시간도 잊은 채
서로의 깊은 한 곳이 공유돼
네 왼쪽 편에 선 채
손을 잡은 그 순간
왠지 아슬한 Tension
놀라운 Motion
두 발이 땅에 뜬 듯해
온몸엔 살짝 힘을 빼
이 기분의 원인
네 무드로 채워줘 Feel the same
텅 빈 내 맘까지 다
다채로울 오늘 밤
아득한 저 우주 위
사랑이란 Chemistry
끝내 서로에게
Finally sinking in
우린 같은 걸 느껴
묘한 Emotion
그 모든 시작과 끝
이 감정에 Attention
가장 밝은 별을 손에 쥔 듯한
보다 아름답고 원초적인 Light
그게 넌 역시 사랑이란 걸
알잖아
왠지 아슬한 Tension
놀라운 Motion
두 발이 땅에 뜬 듯해
온몸엔 살짝 힘을 빼
이 기분의 원인
네 무드로 채워줘 Feel the same
텅 빈 내 맘까지 다
다채로울 오늘 밤
아득한 저 우주 위
사랑이란 Chemistry
끝내 서로에게
Finally sinking in
우린 같은 걸 느껴
묘한 Emotion
그 모든 시작과 끝
이 감정에 Attention
Attention]",2021-02-22,2021
19,19,80044237,SHINee (샤이니),32158057,Kiss Kiss,309518,Don't Call Me - The 7th Album,"[1,502]","[Ooo ah look at you
치솟는 짧은 현기증
제법 능숙하게 숨겨도
시선은 고정되잖아
우아한 표정
조각 같은 Posture
왠지 흩뜨리고 싶어
난 거리를 좀 더 좁혀가
지금부터 난 너의
속눈썹을 셀 거야
그 떨림을 느낀 뒤
잠깐의 짧은 닿음 끝에
너의 숨의 속도를 잴 거야
그래 다른 말론
I just wanna kiss
Kiss your lips
퍼져가는 Taste
짜릿하지
Eyes nose lips
더 가까이
이걸로는 부족하니
So come and gimme that
Kiss kiss kiss kiss
Ooo ah
Come and gimme that
Kiss kiss kiss kiss
Ooo ah
다시 한 번 더
Kiss kiss kiss kiss
다음 단계로 Move
빨라진 호흡의 춤
Ooo 미친 듯 뛰는 심장이
나인지 너인지 잘 몰라
살짝 얹은 손
그 느낌이 So sensual
Ooo 너에게 옮은 향
정말 소름 끼치게 좋은 것 같아
나의 입술로 너의
맘을 읽어 낼 거야
그 토씨 하나까지
색다른 방식으로
둘 사이의 언어를 만드는 거야
쉽게 말하자면
I just wanna kiss
Kiss your lips
퍼져가는 Taste
짜릿하지
Eyes nose lips
더 가까이
이걸로는 부족하니
So come and gimme that
Kiss kiss kiss kiss
Ooo ah
Come and gimme that
Kiss kiss kiss kiss
Ooo ah
다시 한 번 더
Kiss kiss kiss kiss
길고도 짧은 사이
공기가 바뀌어 가
시야가 온통 하얘 High해
마주친 코끝 사이
흐려져 가는 Sight
아득해지잖아
Yeah I just need your kiss
Kiss your lips
Cherry berry taste
달콤하지
Eyes nose lips
말고 어디
이걸로는 부족하니
So come and give me that
Kiss kiss kiss kiss
Ooo ah
Come and gimme that
Kiss kiss kiss kiss
Ooo ah
다시 한 번 더
Kiss kiss kiss kiss
Ooo ah
Come and gimme that
Kiss kiss kiss kiss
Ooo ah
다시 한 번 더
Kiss kiss kiss kiss]",2021-02-22,2021
20,20,80044237,SHINee (샤이니),32158056,I Really Want You,309518,Don't Call Me - The 7th Album,"[1,402]","[본능적인 이끌림이
너를 향해 쏟아지지
제정신이 아닌 듯해
알고 싶은 Secret
저 하늘 위에 구름이
달을 가려 두듯이
달뜬 맘을 누르지
오늘만큼은
네게 더 다가가
And work it out
커져버린 끌림 속
I'll show you how
한 걸음 더 너도 다가와
절정으로 물든 맘이 터져 Now
I really want you Ooh babe
네가 내게 다가올 때
I really want you Ooh babe
내게 눈을 맞춰올 때
I really want you Ooh babe
눈이 살짝 휘어질 때
I really want you Ooh babe
살짝 손이 닿아올 때
즉흥적인 감정들이
조화롭게 만드는 Scene
네 예상이 빗나가게
자꾸 널 흔들지
더 퍼져가는 푸른빛
너의 뒤로 물드니
커져가는 물음이
이끄는 대로
네게 더 다가가
And work it out
커져버린 끌림 속
I'll show you how
한 걸음 더 너도 다가와
절정으로 물든 맘이 터져 Now
I really want you Ooh babe
네가 내게 다가올 때
I really want you Ooh babe
내게 눈을 맞춰올 때
I really want you Ooh babe
눈이 살짝 휘어질 때
I really want you Ooh babe
살짝 손이 닿아올 때
겉만 보고 판단은 말아 Bae
널 쳐다보는 눈 너무 많아 Bae
I can't relax 숨을 쉴래
네 Aura 멀리서도 튀네
완벽이란 벽에 갇혔어
네 향긴 내게로 퍼져서
심장은 더 세게 뛰네
Up &amp; Down like elevator woo
하고 싶은 말들을 굳이
하나하나 고르지 마
아주 작은 움직임까지
전부 나를 들었다 놔
바로 지금 순간의 느낌
알고 싶어 모든 걸 다
넘쳐버린 마음은 이미
네게 더 다가가
And work it out
커져버린 끌림 속
I'll show you how
한 걸음 더 너도 다가와
절정으로 물든 맘이 터져 Now
I really want you Ooh babe
네가 내게 다가올 때
I really want you Ooh babe
내게 눈을 맞춰올 때
I really want you Ooh babe
선을 넘고 싶어질 때
I really want you Ooh babe
이제 우리 시작해 Babe]",2021-02-22,2021
