,YEAR,RANK,TITLE,ARTIST
0,2015,1,뱅뱅뱅 (BANG BANG BANG),BIGBANG (빅뱅)
1,2015,2,같은 시간 속의 너,나얼
2,2015,3,꺼내 먹어요,Zion.T
3,2015,4,이럴거면 그러지말지 (Feat. Young K),백아연
4,2015,5,위잉위잉,혁오 (HYUKOH)
5,2015,6,LOSER,BIGBANG (빅뱅)
6,2015,7,BAE BAE,BIGBANG (빅뱅)
7,2015,8,그냥 (Just),"Zion.T, Crush"
8,2015,9,양화대교,Zion.T
9,2015,10,우연히 봄,"로꼬, 유주 (YUJU)"
10,2015,11,또 다시 사랑,임창정
11,2015,12,레옹,"이유 갓지(GOD G) 않은 이유 (박명수, 아이유)"
12,2015,13,SHAKE IT,씨스타
13,2015,14,와리가리,혁오 (HYUKOH)
14,2015,15,위아래,EXID
15,2015,16,심쿵해 (Heart Attack),AOA
16,2015,17,겁 (Feat. 태양),MINO (송민호)
17,2015,18,Puss (Prod.by 라이머),"지민, 아이언"
18,2015,19,다른 남자 말고 너,미쓰에이
19,2015,20,두사랑 (Feat. 매드클라운),다비치
20,2015,21,마음,아이유
21,2015,22,CALL ME BABY,EXO
22,2015,23,Me You (Feat. 백예린 Of 15&),San E
23,2015,24,그 남잔 말야,엠씨더맥스 (M.C the MAX)
24,2015,25,목소리,노을
25,2015,26,음오아예 (Um Oh Ah Yeh),마마무 (Mamamoo)
26,2015,27,사월의 눈,허각
27,2015,28,어머님이 누구니 (Feat. 제시),박진영
28,2015,29,취향저격,iKON
29,2015,30,야생화,박효신
30,2015,31,Ah Yeah,EXID
31,2015,32,오늘부터 우리는 (Me Gustas Tu),여자친구 (GFRIEND)
32,2015,33,화 (Feat. 진실 Of Mad Soul Child) (Fire),매드클라운
33,2015,34,I (Feat. 버벌진트),태연 (TAEYEON)
34,2015,35,IF YOU,BIGBANG (빅뱅)
35,2015,36,바람이나 좀 쐐 (Feat. 우혜미),개리
36,2015,37,맙소사,"황태지 (황광희, 태양, 지드래곤)"
37,2015,38,거북선 (Feat. 팔로알토),"Ja Mezz, Andup (앤덥), MINO (송민호)"
38,2015,39,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유
39,2015,40,우리 사랑하지 말아요,BIGBANG (빅뱅)
40,2015,41,오빠차,"인크레더블, Tablo, 지누션"
41,2015,42,Oasis (Feat. ZICO),Crush
42,2015,43,또 운다 또,다비치
43,2015,44,LOVE ME RIGHT,EXO
44,2015,45,어깨,"소유 (SOYOU), 권정열"
45,2015,46,LUV,Apink (에이핑크)
46,2015,47,바라보기,엠씨더맥스 (M.C the MAX)
47,2015,48,사랑 범벅 (Feat. 챈슬러 of the channels),MC몽
48,2015,49,광화문에서 (At Gwanghwamun),규현 (KYUHYUN)
49,2015,50,My Type (Prod. By 버벌진트),"제시 (Jessi), 치타 (CHEETAH), 강남"
50,2015,51,맨정신,BIGBANG (빅뱅)
51,2015,52,WE LIKE 2 PARTY,BIGBANG (빅뱅)
52,2015,53,너의 의미 (Feat. 김창완),아이유
53,2015,54,No Make Up,Zion.T
54,2015,55,Lion Heart,소녀시대 (GIRLS' GENERATION)
55,2015,56,사랑에 빠지고 싶다,정승환
56,2015,57,스물셋,아이유
57,2015,58,GOOD BOY,GD X TAEYANG
58,2015,59,Remember,Apink (에이핑크)
59,2015,60,스폰서 ($ponsor),"으뜨거따시 (하하, 자이언티)"
60,2015,61,시작이 좋아 2015 (Prod. By 버벌진트),"지민, 임슬옹"
61,2015,62,사뿐사뿐,AOA
62,2015,63,Okey Dokey,"MINO (송민호), 지코 (ZICO)"
63,2015,64,보통연애 (Feat. 박보람),박경
64,2015,65,한여름밤의 꿀,"San E, 레이나 (Raina)"
65,2015,66,Ice Cream Cake,Red Velvet (레드벨벳)
66,2015,67,아무도 모르게 (Prod. by MC몽),"치타 (CHEETAH), 에일리(Ailee)"
67,2015,68,소녀,오혁
68,2015,69,팔베개 (Feat. 기현) (Pillow),"소유 (SOYOU), 기리보이"
69,2015,70,Boys And Girls (Feat. Babylon),지코 (ZICO)
70,2015,71,니가 모르게 (You Don't Know),로꼬
71,2015,72,Dumb Dumb,Red Velvet (레드벨벳)
72,2015,73,사이먼 도미닉,사이먼 도미닉
73,2015,74,쩔어 (GD & T.O.P),BIGBANG (빅뱅)
74,2015,75,PARTY,소녀시대 (GIRLS' GENERATION)
75,2015,76,환청 (Feat. 나쑈 (NaShow)),장재인
76,2015,77,연예할래,박보람
77,2015,78,슬픔 속에 그댈 지워야만 해,"정승환, 박윤하"
78,2015,79,멋진헛간,"오대천왕 (정형돈, 밴드 혁오)"
79,2015,80,한번 더 말해줘 (Feat. 장한나),지누션
80,2015,81,I Feel You,원더걸스
81,2015,82,링마벨 (Ring My Bell),걸스데이
82,2015,83,가슴 뛰도록,SG 워너비
83,2015,84,벚꽃 엔딩,버스커 버스커
84,2015,85,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유"
85,2015,86,바람기억,나얼
86,2015,87,View,SHINee (샤이니)
87,2015,88,I'm So Sexy,"댄싱게놈 (유재석, JYP)"
88,2015,89,몸매 (MOMMAE) (Feat. Ugly Duck),박재범
89,2015,90,꽃이 핀다,케이윌
