,YEAR,RANK,TITLE,ARTIST
48,2020,49,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉"
49,2020,50,조금 취했어 (Prod. 2soo),임재현
50,2020,51,00:00 (Zero O’Clock),방탄소년단
51,2020,52,When We Disco (Duet with 선미),박진영
52,2020,53,이제 나만 믿어요,임영웅
53,2020,54,보라빛 밤 (pporappippam),선미
54,2020,55,WANNABE,ITZY (있지)
55,2020,56,홀로,이하이
56,2020,57,화려하지 않은 고백,규현 (KYUHYUN)
57,2020,58,MORE & MORE,TWICE (트와이스)
58,2020,59,Lovesick Girls,BLACKPINK
59,2020,60,Into the I-LAND,아이유
60,2020,61,포장마차,황인욱
61,2020,62,친구,방탄소년단
62,2020,63,사랑은 지날수록 더욱 선명하게 남아,전상근
63,2020,64,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN)
64,2020,65,빌었어,창모 (CHANGMO)
65,2020,66,다시 만날까 봐,V.O.S
66,2020,67,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영
67,2020,68,사랑에 연습이 있었다면 (Prod. 2soo),임재현
68,2020,69,Filter,방탄소년단
69,2020,70,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz)
70,2020,71,DON'T TOUCH ME,환불원정대
71,2020,72,나의 오랜 연인에게,다비치
72,2020,73,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB)
73,2020,74,그 여름을 틀어줘,"싹쓰리 (유두래곤, 린다G, 비룡)"
74,2020,75,여름 안에서 by 싹쓰리 (Feat. 황광희),"싹쓰리 (유두래곤, 린다G, 비룡)"
75,2020,76,주저하는 연인들을 위해,잔나비
76,2020,77,Moon,방탄소년단
77,2020,78,니 소식,송하예
78,2020,79,그대 고운 내사랑,어반자카파
79,2020,80,거짓말이라도 해서 널 보고싶어,백지영
80,2020,81,힘든 건 사랑이 아니다,임창정
81,2020,82,시차,방탄소년단
82,2020,83,있어줘요,장덕철
83,2020,84,기억해줘요 내 모든 날과 그때를,거미
84,2020,85,어느 60대 노부부이야기,임영웅
85,2020,86,헤어진 우리가 지켜야 할 것들,"김나영, 양다일"
86,2020,87,둘만의 세상으로 가,Crush
87,2020,88,취했나봐,황인욱
88,2020,89,새 사랑,송하예
89,2020,90,덤디덤디 (DUMDi DUMDi),(여자)아이들
90,2020,91,We are Bulletproof : the Eternal,방탄소년단
91,2020,92,BAND,"창모 (CHANGMO), Hash Swan, ASH ISLAND, 김효은"
92,2020,93,깡 Official Remix,"식케이 (Sik-K), pH-1, 박재범, 김하온 (HAON)"
93,2020,94,그대라는 시,태연 (TAEYEON)
94,2020,95,Inner Child,방탄소년단
95,2020,96,사계 (Four Seasons),태연 (TAEYEON)
96,2020,97,찐이야,영탁
97,2020,98,비,폴킴
98,2020,99,"너에게 난, 나에게 넌",미도와 파라솔
99,2020,100,어떤 날엔,김재환
