,YEAR,RANK,TITLE,ARTIST
0,2018,1,사랑을 했다 (LOVE SCENARIO),iKON
1,2018,2,그날처럼,장덕철
2,2018,3,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴
3,2018,4,지나오다,닐로(Nilo)
4,2018,5,뿜뿜,모모랜드 (MOMOLAND)
5,2018,6,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK
6,2018,7,선물,멜로망스
7,2018,8,Way Back Home,숀 (SHAUN)
8,2018,9,그때 헤어지면 돼,로이킴
9,2018,10,여행,볼빨간사춘기
10,2018,11,You,멜로망스
11,2018,12,별이 빛나는 밤,마마무 (Mamamoo)
12,2018,13,주지마,"로꼬, 화사 (Hwa Sa)"
13,2018,14,Roller Coaster,청하
14,2018,15,My Way,이수 (엠씨더맥스)
15,2018,16,DNA,방탄소년단
16,2018,17,가을 안부,먼데이 키즈 (Monday Kiz)
17,2018,18,FAKE LOVE,방탄소년단
18,2018,19,봄날,방탄소년단
19,2018,20,Dance The Night Away,TWICE (트와이스)
20,2018,21,꽃 길,BIGBANG (빅뱅)
21,2018,22,밤편지,아이유
22,2018,23,열애중,벤
23,2018,24,미안해,양다일
24,2018,25,비행운,문문 (MoonMoon)
25,2018,26,What is Love?,TWICE (트와이스)
26,2018,27,instagram,DEAN
27,2018,28,그리워하다,비투비
28,2018,29,이 별,길구봉구
29,2018,30,Bad Boy,Red Velvet (레드벨벳)
30,2018,31,밤이 되니까,펀치 (Punch)
31,2018,32,Forever Young,BLACKPINK
32,2018,33,Beautiful,Wanna One (워너원)
33,2018,34,Heart Shaker,TWICE (트와이스)
34,2018,35,밤 (Time for the moon night),여자친구 (GFRIEND)
35,2018,36,에너제틱 (Energetic),Wanna One (워너원)
36,2018,37,좋니,윤종신
37,2018,38,하루도 그대를 사랑하지 않은 적이 없었다,임창정
38,2018,39,#첫사랑,볼빨간사춘기
39,2018,40,붕붕 (Feat. 식케이) (Prod. GroovyRoom),김하온 (HAON)
40,2018,41,소나기 (Feat. 10cm),용준형
41,2018,42,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize)
42,2018,43,1도 없어,Apink (에이핑크)
43,2018,44,Universe,EXO
44,2018,45,너 없인 안 된다,비투비
45,2018,46,삐삐,아이유
46,2018,47,all of my life,박원
47,2018,48,넋두리,닐로(Nilo)
48,2018,49,너나 해 (Egotistic),마마무 (Mamamoo)
49,2018,50,주인공,선미
50,2018,51,가을 타나 봐,바이브
51,2018,52,동화,멜로망스
52,2018,53,비,폴킴
53,2018,54,Jenga (Feat. Gaeko),헤이즈 (Heize)
54,2018,55,BOOMERANG (부메랑),Wanna One (워너원)
55,2018,56,시차 (We Are) (Feat. 로꼬 & GRAY),우원재
56,2018,57,빨간 맛 (Red Flavor),Red Velvet (레드벨벳)
57,2018,58,사이렌 (Siren),선미
58,2018,59,Power Up,Red Velvet (레드벨벳)
59,2018,60,눈사람,정승환
60,2018,61,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단
61,2018,62,LIKEY,TWICE (트와이스)
62,2018,63,마지막처럼,BLACKPINK
63,2018,64,EVERYDAY,WINNER
64,2018,65,눈 떠보니 이별이더라,포맨 (4MEN)
65,2018,66,첫눈처럼 너에게 가겠다,에일리(Ailee)
66,2018,67,바코드 (Prod. GroovyRoom),"김하온 (HAON), 빈첸"
67,2018,68,헤어지는 중,펀치 (Punch)
68,2018,69,IDOL,방탄소년단
69,2018,70,SoulMate (Feat. 아이유),지코 (ZICO)
70,2018,71,우리 그만하자,로이킴
71,2018,72,약속해요 (I.P.U.),Wanna One (워너원)
72,2018,73,너를 만나,폴킴
73,2018,74,기억의 빈자리,나얼
74,2018,75,썸 탈꺼야,볼빨간사춘기
75,2018,76,노력,박원
76,2018,77,REALLY REALLY,WINNER
77,2018,78,좋아,"민서 (MINSEO), 윤종신"
78,2018,79,피카부 (Peek-A-Boo),Red Velvet (레드벨벳)
79,2018,80,빙글뱅글 (Bingle Bangle),AOA
80,2018,81,북 (Prod. SLO),"Rohann (이로한), 김농밀"
81,2018,82,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1, 키드밀리 (Kid Milli), 루피 (Loopy)"
82,2018,83,LATATA,(여자)아이들
83,2018,84,고백,양다일
84,2018,85,답장,김동률
85,2018,86,SOLO,제니 (JENNIE)
86,2018,87,Anpanman,방탄소년단
87,2018,88,짙어져,멜로망스
88,2018,89,켜줘 (Light),Wanna One (워너원)
89,2018,90,"그때의 나, 그때의 우리",어반자카파
90,2018,91,"셋 셀테니 (1, 2, 3!)",승리
91,2018,92,욕심,멜로망스
92,2018,93,Lonely (Feat. 태연),종현 (JONGHYUN)
93,2018,94,花요일 (Blooming Day),EXO-CBX (첸백시)
94,2018,95,바람이 불었으면 좋겠어,길구봉구
95,2018,96,시간이 들겠지 (Feat. Colde),로꼬
96,2018,97,flex (Prod. By 기리보이),"기리보이, 키드밀리 (Kid Milli), NO:EL, 스윙스"
97,2018,98,YES or YES,TWICE (트와이스)
98,2018,99,바보야,허각
99,2018,100,가시나,선미
