,YEAR,RANK,TITLE,ARTIST
0,2013,1,자니 (Feat. Dynamic Duo),프라이머리
1,2013,2,눈물 (Feat. 유진 Of 더 씨야),리쌍
2,2013,3,NoNoNo,Apink (에이핑크)
3,2013,4,눈물샤워 (Feat. 에일리),배치기
4,2013,5,"? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)",프라이머리
5,2013,6,Give It To Me,씨스타
6,2013,7,이름이 뭐예요?,4minute
7,2013,8,모노드라마 (With 유승우),허각
8,2013,9,My Love,이승철
9,2013,10,있다 없으니까 (Gone Not Around Any Longer),씨스타19
10,2013,11,미친연애 (Bad Girl) (Feat. E-Sens Of 슈프림팀),범키
11,2013,12,으르렁 (Growl),EXO
12,2013,13,거북이,다비치
13,2013,14,GENTLEMAN,싸이 (PSY)
14,2013,15,"Officially Missing You, Too","긱스 (Geeks), 소유 (SOYOU)"
15,2013,16,봄봄봄,로이킴
16,2013,17,Touch Love,윤미래
17,2013,18,아는사람 얘기,San E
18,2013,19,U & I,에일리(Ailee)
19,2013,20,BAAAM (Feat. Muzie Of UV),다이나믹 듀오
20,2013,21,착해 빠졌어 (Stupid In Love),"소유 (SOYOU), 매드클라운"
21,2013,22,빠빠빠,크레용팝
22,2013,23,녹는 중 (Feat. 버벌진트),다비치
23,2013,24,짧은머리,"허각, 정은지"
24,2013,25,벚꽃 엔딩,버스커 버스커
25,2013,26,처음엔 사랑이란게,버스커 버스커
26,2013,27,오늘따라 보고싶어서 그래,다비치
27,2013,28,오늘 밤 (Feat. 배치기),린
28,2013,29,청혼하는 거예요,포맨 (4MEN)
29,2013,30,Crescendo (크레셴도),AKMU (악뮤)
30,2013,31,Love Blossom (러브블러썸),케이윌
31,2013,32,"씨스루 (Feat. Zion.T, 개코 Of 다이나믹듀오)",프라이머리
32,2013,33,갖고놀래 (Feat. 다이나믹 듀오),범키
33,2013,34,삐딱하게 (Crooked),G-DRAGON
34,2013,35,I Love You,AKMU (악뮤)
35,2013,36,기대해,걸스데이
36,2013,37,안녕 나야,포맨 (4MEN)
37,2013,38,분홍신,아이유
38,2013,39,나란놈이란,임창정
39,2013,40,Wash Away (Feat. 에일리),긱스 (Geeks)
40,2013,41,니가 뭔데 (Who You?),G-DRAGON
41,2013,42,눈꽃,거미
42,2013,43,꼭 한번 만나고 싶다,바이브
43,2013,44,Bounce,조용필
44,2013,45,I Got A Boy,소녀시대 (GIRLS' GENERATION)
45,2013,46,겨울사랑,The One (더원)
46,2013,47,잘할 걸,버스커 버스커
47,2013,48,미치게 만들어,효린
48,2013,49,All Right,림킴 (김예림)
49,2013,50,어때 (Feat. 하림),긱스 (Geeks)
50,2013,51,넌 너무 야해 (Feat. 긱스) (The Way You Make Me Melt),씨스타
51,2013,52,첫 사랑니 (Rum Pum Pum Pum),f(x)
52,2013,53,YooHoo (유후),시크릿
53,2013,54,Rose,이하이
54,2013,55,너 하나야,포맨 (4MEN)
55,2013,56,I'm Sorry,CNBLUE (씨엔블루)
56,2013,57,너에게,성시경
57,2013,58,가수가 된 이유,신용재 (2F)
58,2013,59,Be OK (Feat. 배치기),유성은
59,2013,60,Black (Feat. 제니 of BLACKPINK),G-DRAGON
60,2013,61,1440,허각
61,2013,62,사랑은 타이밍,버스커 버스커
62,2013,63,강북멋쟁이,정형돈
63,2013,64,Shadow (그림자),비스트
64,2013,65,내일은 없어,트러블메이커
65,2013,66,그리고 하나,태연 (TAEYEON)
66,2013,67,Falling In Love,2NE1
67,2013,68,되돌리다,이승기
68,2013,69,여자 대통령,걸스데이
69,2013,70,촌스럽게 왜 이래 (You Don't Know Love),케이윌
70,2013,71,미스터리 (Feat. San E),박지윤
71,2013,72,눈물이 맘을 훔쳐서,에일리(Ailee)
72,2013,73,외국인의 고백,AKMU (악뮤)
73,2013,74,Bad Girls,이효리
74,2013,75,24시간이 모자라,선미
75,2013,76,잘 있나요,The One (더원)
76,2013,77,혼자라고 생각말기 (슈퍼스타 K5 송희진 오디션 참가곡),김보경 (NEON)
77,2013,78,미스코리아,이효리
78,2013,79,어느 봄날,2am
79,2013,80,이게 사랑이 아니면 (Feat. 에일리),버벌진트
80,2013,81,바람기억,나얼
81,2013,82,예뻐 예뻐,레이디스 코드
82,2013,83,싫다,백지영
83,2013,84,Hush,미쓰에이
84,2013,85,카페인 (Feat. 용준형 Of BEAST),양요섭
85,2013,86,바빠 (Bad Boy),씨스타
86,2013,87,편지,다비치
87,2013,88,콩떡빙수,AKMU (악뮤)
88,2013,89,해볼라고,형용돈죵 (정형돈 & G-DRAGON)
89,2013,90,슬피 우는 새 (Feat. 이수영),아웃사이더
90,2013,91,만약에 말야 (전우성 Solo),노을
91,2013,92,모르시나요,다비치
92,2013,93,Dream Girl,SHINee (샤이니)
93,2013,94,Officially Missing You,긱스 (Geeks)
94,2013,95,넌 내꺼라는걸 (Feat. 스윙스),허각
95,2013,96,비범벅 (Feat. 범키),버벌진트
96,2013,97,그리워해요,2NE1
97,2013,98,Boogie On & On,빈지노 (Beenzino)
98,2013,99,시작이 좋아 (Feat. 강민희 Of 미스에스),버벌진트
99,2013,100,Goodbye To Romance,써니힐
