,YEAR,RANK,TITLE,ARTIST
0,2012,1,강남스타일,싸이 (PSY)
1,2012,2,나혼자 (Alone),씨스타
2,2012,3,벚꽃 엔딩,버스커 버스커
3,2012,4,Loving U (러빙유),씨스타
4,2012,5,FANTASTIC BABY,BIGBANG (빅뱅)
5,2012,6,I Love You,2NE1
6,2012,7,정말로 사랑한다면,버스커 버스커
7,2012,8,Heaven,에일리(Ailee)
8,2012,9,하루 끝,아이유
9,2012,10,첫사랑,버스커 버스커
10,2012,11,Lovey-Dovey,티아라
11,2012,12,Twinkle,소녀시대-태티서 (Girls' Generation-TTS)
12,2012,13,바람기억,나얼
13,2012,14,나를 사랑했던 사람아,허각
14,2012,15,여수 밤바다,버스커 버스커
15,2012,16,MONSTER,BIGBANG (빅뱅)
16,2012,17,I Need You,"허각, 지아"
17,2012,18,BLUE,BIGBANG (빅뱅)
18,2012,19,목소리 (Feat. 개리 Of 리쌍),백지영
19,2012,20,Like this,원더걸스
20,2012,21,이러지마 제발 (Please Don't...),케이윌
21,2012,22,너랑 나,아이유
22,2012,23,"1,2,3,4 (원,투,쓰리,포)",이하이
23,2012,24,보여줄게,에일리(Ailee)
24,2012,25,충분히 예뻐 (feat. 산체스 Of 팬텀),버벌진트
25,2012,26,먼지가 되어,"로이킴, 정준영"
26,2012,27,DAY BY DAY,티아라
27,2012,28,애상,10CM
28,2012,29,어땠을까 (Feat. 박정현),싸이 (PSY)
29,2012,30,Electric Shock,f(x)
30,2012,31,뜨거운 안녕 (Feat. 성시경),싸이 (PSY)
31,2012,32,illa illa (일라 일라),JUNIEL
32,2012,33,크레용 (Crayon),G-DRAGON
33,2012,34,그댈 마주하는건 힘들어 (그마힘),버스커 버스커
34,2012,35,피어나,가인
35,2012,36,Trouble Maker,트러블메이커
36,2012,37,립스틱 (LIPSTICK),오렌지 캬라멜
37,2012,38,"Officially Missing You, Too","긱스 (Geeks), 소유 (SOYOU)"
38,2012,39,꽃송이가,버스커 버스커
39,2012,40,Only One,보아 (BoA)
40,2012,41,거기서거기 (Without You),다이나믹 듀오
41,2012,42,아름다운 밤,울랄라세션
42,2012,43,Missing You (Feat. 김윤아 Of 자우림),G-DRAGON
43,2012,44,굿모닝 (Feat. 권정열 Of 10cm),버벌진트
44,2012,45,춥다 (Feat. 이하이),에픽하이 (EPIK HIGH)
45,2012,46,Touch,미쓰에이
46,2012,47,너도 나처럼,2am
47,2012,48,Volume Up,4minute
48,2012,49,이상형,버스커 버스커
49,2012,50,그XX,G-DRAGON
50,2012,51,아름다운 밤이야,비스트
51,2012,52,2HOT,지나
52,2012,53,생각날거야,다비치
53,2012,54,남자 없이 잘 살아,미쓰에이
54,2012,55,Midnight (별 헤는 밤),비스트
55,2012,56,그리워 그리워,노을
56,2012,57,BAD BOY,BIGBANG (빅뱅)
57,2012,58,되돌리다,이승기
58,2012,59,SEXY LOVE,티아라
59,2012,60,귀여워 (With 권정열 Of 10cm),별
60,2012,61,She's Gone,디셈버
61,2012,62,"? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)",프라이머리
62,2012,63,하지 못한 말,노을
63,2012,64,LOVE DAY,"양요섭, 정은지"
64,2012,65,남자도 우나요,다비치
65,2012,66,너뿐이야 (You're The One),박진영
66,2012,67,외로움증폭장치 (브래드 드럼 한판 쉬기),버스커 버스커
67,2012,68,Good Boy (Feat. 용준형 Of 비스트),백지영
68,2012,69,니가 필요해 (I Need You),케이윌
69,2012,70,지독하게,FTISLAND (FT아일랜드)
70,2012,71,"씨스루 (Feat. 개코, Zion.T)",프라이머리
71,2012,72,널 사랑하겠어,효린
72,2012,73,나쁜놈 (Feat. 소야),마이티 마우스
73,2012,74,용감한 녀석들,용감한 녀석들
74,2012,75,내가 노래를 못해도,SE7EN
75,2012,76,안좋을때 들으면 더 안좋은 노래,형돈이와 대준이
76,2012,77,베짱이 찬가,써니힐
77,2012,78,우리 사랑했잖아,"다비치, 티아라"
78,2012,79,곰인형 (Feat. 해금),린
79,2012,80,말리꽃 (원곡가수 이승철),이정(J.Lee)
80,2012,81,난리나,블락비 (Block B)
81,2012,82,STILL ALIVE,BIGBANG (빅뱅)
82,2012,83,추격자,인피니트
83,2012,84,POISON,시크릿
84,2012,85,휘파람,로이킴
85,2012,86,이럴 줄 알았어,비스트
86,2012,87,Ice Cream (Feat. Maboos),현아
87,2012,88,Officially Missing You,긱스 (Geeks)
88,2012,89,Falling,존박
89,2012,90,Pandora,카라
90,2012,91,아프다,허각
91,2012,92,Sherlock.셜록 (Clue+Note),SHINee (샤이니)
92,2012,93,떠나간다,노을
93,2012,94,미치겠어,틴탑
94,2012,95,서쪽 하늘,울랄라세션
95,2012,96,니가 싫어,어반자카파
96,2012,97,사랑은 다 그런거래요,"양파, 다비치, HANNA"
97,2012,98,닐리리맘보,블락비 (Block B)
98,2012,99,Hey You,CNBLUE (씨엔블루)
99,2012,100,소나기 (주르르루),버스커 버스커
