,YEAR,RANK,TITLE,ARTIST
0,2021,1,Celebrity,아이유
1,2021,2,롤린 (Rollin'),브레이브걸스
2,2021,3,Dynamite,방탄소년단
3,2021,4,Next Level,aespa
4,2021,5,라일락,아이유
5,2021,6,밤하늘의 별을(2020),경서
6,2021,7,신호등,이무진
7,2021,8,Butter,방탄소년단
8,2021,9,내 손을 잡아,아이유
9,2021,10,밝게 빛나는 별이 되어 비춰줄게,송이한
10,2021,11,바라만 본다,MSG워너비(M.O.M)
11,2021,12,잠이 오질 않네요,장범준
12,2021,13,헤픈 우연,헤이즈 (Heize)
13,2021,14,Lovesick Girls,BLACKPINK
14,2021,15,취기를 빌려 (취향저격 그녀 X 산들),산들
15,2021,16,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (Mirani), 먼치맨(MUNCHMAN), Khundi Panda, 머쉬베놈 (MUSHVENOM)"
16,2021,17,운전만해 (We Ride),브레이브걸스
17,2021,18,Dun Dun Dance,오마이걸 (OH MY GIRL)
18,2021,19,Blueming,아이유
19,2021,20,에잇(Prod.&Feat. SUGA of BTS),아이유
20,2021,21,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤)
21,2021,22,오래된 노래,스탠딩 에그
22,2021,23,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준
23,2021,24,그날에 나는 맘이 편했을까,이예준
24,2021,25,Life Goes On,방탄소년단
25,2021,26,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴
26,2021,27,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","양요섭, 정은지"
27,2021,28,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재
28,2021,29,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단
29,2021,30,ASAP,STAYC(스테이씨)
30,2021,31,METEOR,창모 (CHANGMO)
31,2021,32,Timeless,SG 워너비
32,2021,33,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들
33,2021,34,아로하,조정석
34,2021,35,Weekend,태연 (TAEYEON)
35,2021,36,Dolphin,오마이걸 (OH MY GIRL)
